l7GQ-fR-DsA	tea
mVG4gVlAVSw	Purulent
FuFlrawTpqo	Preterm
eM6sgzpTWpQ	Pus
tV7g3YbzId8	Pneumatic Ear Speculum
6hTqp8I6gmk	Pharyngitis
Gylk9tLGjO4	Phobia
oNvILQ35r2o	Pancreatic Cancer
XvU3rScmfT8	Paralysis
hdf95Ert73A	Penile Cancer
CSPGKAQhV_w	Parasite
QZMt3j3LSXc	Petechiae
ofvZWnUTITk	Palpitation
SWKaMVF0CKk	Mania
Tn3Er6fVIYE	Learning Disability
PiynBHIA_Vc	Lymphoma
1o1Zu6kqZqw	Louse
Zdh_qVhOjfg	Obesity
Qp9xsIBt4NI	Memory Loss
fHmhD9qY7lA	Mumps
Zadcm--Puss	Migraine
NfrFej2hyPE	Osteoporosis
NqB1YxlbCj8	Laryngeal Cancer
vXb1x_rcKgo	Leprosy
g7KCL1laVJw	Meningitis
8DM19QoRfKg	Measles Virus
SpBBckqDCTo	Noncommunicable Disease
yLUehXc0TC4	Muscular Dystrophy
gmfhlkL5vdc	Ovarian Cyst
F855vL2lqO0	Melanoma
ZfWnS2468Io	Laryngitis
26eqDrnED68	Liver Cancer
V29fzCwBr_0	Lip and Oral Cavity Cancer
xs_gRfNijqk	Halitosis
u3ob1cSy0fk	Headache
eZBzb4fayXo	Heart Attack
3IePQCTNhVM	Heartburn
Z6iS_Fk4-LE	Heart Failure
vc-x1ivFWdg	Heart Diseases
XoGXB0FOZ3w	Heart Block
5Ig4zSwx2WU	Heatstroke
nbqorAfn4GU	Hernia
npkeYlD_Xec	Hepatitis
4X-o6jGa76g	Hemorrhoid Piles
Mta6YwZyq7A	Hemolysis
YMao9qfTNDs	Herniated Intervertebral
DNP9-5px_mA	Hook Worm Disease
9jIu7tBsX70	Herps Virus
9VYxltnFK9k	Hemophilia
EYcuu4ETc4Y	Herpes
AkY2zmS18v0	Kidney Disease
1d0uOp_sG00	Kidney Cancer Renal Cell
atvKBP0mSoc	Hypothermia
W3mz1IrwitA	Hypotension
yylUDwKKvxY	Kaposi Sarcoma
X6V6ixAK0bI	Inflammatory Bowel Disease
_P4bfLS4TnU	Influenza Flu
50Age2AKB6g	Infection
n7jNneJdxqI	Hyperthyroidism
PMYXK-B1Few	Hypoxia
DOc86aJNx7Y	Infertility
kGacw2buj-A	Deafness
Ph_mrqzaFY0	Dehydration
sPhN3dSQ5o8	Dementia
oH5IJ53C4Nk	Dengue
yVGctxtkXqA	Dermatits
qLAU7iI1Cfs	Developmental Delay
z_736hEJX_M	Diabetic
XWwz6oS8uz8	Diarrhea
HY5SI2B4A40	Diplopia
SIR3vIJJECY	Disease
fbCNw1h5Svk	Dislocation
vZMGPJSJaFg	Dysuria
KYO4HmOv-pk	Dyspnea
s-pn99ZwJhc	Dysphagia
uaC5MQ3jQGU	Dyselxia
413unEDKRXQ	Dwarf
ICWffEGAP5Q	Drug Overdose
AuCxXmjvztU	Drug Abuse And Addiction
x-8e3Ljwgbs	Earache
cxqz0EbY4yE	Eczema
JWwV2PQcX8Y	Edema,Oedema
GoJ85khc298	Food Adulterant
XqcaXXg2ncs	Flatulence
P3pALl9igN8	Flatfoot
xQIXN-eQZ7I	Fever
6Wmc-8ltxCY	Farsightedness
HMR5t5IGwCQ	Epistaxis
Wo6XDitkFlg	Epidemic
n_MOCJAbRHM	Encephalitis
edEt3hRFfHw	Empyema
NxduNMd_hts	Elephantiasis
lpWnBi34OOo	Food borne disease
YznFJFeGLTo	Gout
qenl47pf8qk	Gonorrhea
moSV-hrKwwk	Gynecomastia
VPe06w5GG_U	Frostbite
E3diJEPFFwk	Gallstone
nQhm9tWvaog	German Measles Rubella
ylXlZQzhO1g	Cirrhosis
Vy-H6CsNt8g	Carpal tunnel syndrome
_wskim7oIdc	Carciogen
xVZMl6VCpt0	Cardioc arrest
9KWZAD5Iot4	Causing Agent
n_FeWOV0zW0	Chikungunya virus
LGWGD0eoxFg	Chickenpox
XrLj_bb3B_w	Chronic kidney
Q1zbpcSoTws	Cataract
83vmd1I6Q4U	Carcinoid Tumor
vFSdw3lE-5M	Cerebral Palsy
IL9zmsdJg5g	Cervical Cancer
Iw1KGOWppWg	Candidiasis
uHMNUWk8UAM	Chronic Illness
K-Y4b705lcU	Caries
Y7Smdq0HgqY	Choking
WZlFdj_ngzI	Callus
FhLhoQ5l9iY	Cancer
cQd5yEKw7i0	Color  blindness
Lgnlu70475M	Colic
3A4SfS4_Gkk	Coma
uEWef2ILEC8	Common Cold
iCFKETdD4Nw	Concussion
-O3Zkss7W4E	Congenital disease
5xu0SuMmNYs	Constipation
xEPl0RxNZ3o	Cystitis
w163zAc0RYM	Cough
Yk2bJx0XDKk	Corn
6bBjmXgmXzo	Convelsion
xzj5MQahfCM	Contamination
IfNpWUeQ6qE	Contagions disease
NSM4xH0MhHY	Benign
BVyAGCPGC9I	Bacteria
1lGwbhBsuu4	Backache
EHWONrQWsVE	Baldness
Q2gjYvb7fcE	Birth defect
mDQmu9H4-e8	Binge eating
CLjivq1wW6E	Bile Duct Cancer, Extrahepatic
ypWkhczB2tY	Bladder Cancer
9j49KqnHN3s	Blindness And Low Vision
x3WXPajc1UQ	Bleeding Disorders
s1K-Mqzy9Bo	Boil
j0xVU_Y5o2s	Breast Cancer
_eKMbdSnGUQ	Brain Tumor  Outside
eUB3bcNRzU8	Brain Tumor  Inside
rEtGA49vlaU	brain stem glioma, childhood
s09swjiVGok	Brain Injury
r-0OlfFPiDY	Bowel Incontinence
UJe2UCSOExA	Bone Cancer Osteosarcoma And Malignant Fibrous Histiocytoma
ZrzSxs277R8	Bronchial Tumors
_W18zTLx84w	Bronchitis
BceSzIJYc7E	Bulimia
vuVQho-msWQ	Autoimmune Disease
XYDojthhvTc	Attention deficit hyperactivity disorder
bfc3A5WT7O0	Athletes’ Foot
Q89Q9ayBD-Q	Astrocytoma Childhood Cerebellar
cHTUc8ZPpaE	Autism
4yJrFqyUKuA	Asystole
ABpzvv-1aBY	Asperger’s disorder
wKzWwmm8bgE	Asthma
KotGJithHPs	Asphyxia
83gKsBHpPOM	Aspiration
OC3FU_0GKBE	Astigmatism
g7Br6ZjBeHg	Ascariasis
G7LqVtoayeo	Brain
CzGnAU7n-HE	Graft
4u0Y4ffuz_g	Crutches
sVT6S-xJcbQ	Numbers (0-1 crore)
lH6pT7nQb9A	1 one
MhHOduyqKv4	2 two
Sh3P9rHIKOM	3 three
ouQmvo795rE	4 four
BYnUpQfk3Ts	5 five
T6vd9Criu48	6 six
MZZ52lsCfSw	7 seven
l_QL6DBEeFk	8 eight
-NQKa7Pmhx4	9 nine
eSFyfkFVTIU	10 ten
1-Zz07NcsKM	11 eleven
U4dnLRpeTN8	12 twelve
QXQ8ILhehkI	13 thirteen
nGiuyZ9jIds	14 fourteen
KCqYFgerBW0	15 Fifteen
YgZcsvejUF0	16 sixteen
GHp2q1IoF6I	17 seventeen
kfb__18uzpw	18 eighteen
AhDjpH0xZAU	19 nineteen
2iWRUv6eMls	20 twenty
6wXGUZtHp5w	21 twenty one
LOJcAGPKq50	30 thirty
mnhUWkJ2E0I	50 Fifty
ILinyrxnsEs	60 sixty
5reXwGDh438	70 seventy
7FcFS0hXehs	100 hundred
f2RCrBoqFVw	500 five hundred
RGDTXsCvZBQ	1,000 thousand
b_TvDsf97GY	2,000 two thousand
4tKpSwmWzRc	10,000 ten thousand
sw0z81Ri4ps	1,00,000 one lakh
6Xyl6CNQ_f4	1,00,00,000 one crore
LzsozjEet_8	Solar System
xHTV7FzcLHI	Rotation
66G5lXET1_M	Longitude
qw8c4I4rErM	Revolution
1jFjVXwbF-M	basic needs and universal access
qqDfCsHeE70	Bedouins
UP3BpGkd1IU	campaigning
ozx3QI0j2mE	censorship
wna-WugRsQM	citizenship
XBIVI3ERavw	councillors and ward councillors
sht1eWLEhNk	citizenship1
SXreCRUkvNU	Curfew
CqxA97nWtYQ	Juvenile
HV6UczSUSUo	municipal corporation
dQwIGx5TUzs	ostracise
jy1qVYd2n8I	patwari
s7MiLz5h-uE	sanitation
JJBuJF_PP1c	Sarpanch
cO4qyZtvFWs	universal adult franchise
lwX7ijChOGs	Universal Adult Franchise
pQD55SMVqjQ	political science explanation
Wb3cBgVoeCE	legislative assembly
IhSpNu3Y0jk	census
1Nx5uN1Gph0	emigrant and immigrant
ADGho5mLPZc	civics
-TzYTs9YLy0	Parliament of India explanation
gXopAHsCnnw	political science sign
F312GtzP7pA	parliament sign
AgFMp1xUOM4	audiogram
qkbKyOnkKrQ	audiologist
o6h9m8HhMDk	audiology
At0PWlWiUoI	audiometer
YU5bTzbvN-k	community based rehabilitation
C5xaHZPbsis	cognitive development
IBtSpIh5Rok	CODA
hu7-fBfxxrE	BTE
_8445px3fhg	barrier free environment
rzJw4Xwa9DM	inclusion sign
PM3IyBjQXbY	language acquisition sign
1W-kzgB9VZA	credit and debit
AZRBRDwkIp8	financial year
Qtyeavci6rE	lesson plan explanation
vq3HgCfgCkA	format
GvBdc8ddzos	flash cards
5YOESz_yj_M	co curriculum
oCvEM1AVv-0	B Pharma
ljYmHct0iEQ	B Ed
gK4As5wxTlI	B Com
OSULdhj5b0I	B A
XveNPRF7sXQ	annual exam
aqBMgqdcSUo	accent
CyX6Z6Qssk0	academic year
nq6feASoEE8	linguistics explanation
ym0uNmSQ21Q	syllabus
rO4ySSlK4gA	lesson plan sign
L3RIj8plALw	crops
QI-1Pm-FixY	continents
2dyFxInUJVo	atlas
lHSsmaI9L_w	equator
hxuHq_NLufI	linguistics sign
kFLnBo1_ZJU	equinox
rBHLOw4UGBU	biology
RlkmBKq0j1o	boiling point
Okx2SfsNvlc	carnivores
Mnha2MwWkfI	Celsius and Fahrenheit
BN21X8Rl5Rs	chemistry
ZeIz6f8X3MA	CO2 and O2
tVLshUr3_es	compass
I7MGbyV8C20	acid
ZmzbQZJ_U4A	decibel
zr28CwSriH0	degree
ocsdkY3UKvo	digestive system
ctBiBqxZQCQ	dissolve
xKy2pi0P1Ww	DNA and genes explanation 2
7LwtHzCiwl0	DNA and genes explanation
20oyHqB1Y1w	energy explanation
9dCBLa8GC4k	evaporation and condensation
qC8HkKEIIVU	evaporation, condensation and precipitation
mXZc08e9nNU	fluid
XVJv_otB0Wg	force
5PDoZaEq-ig	freezing point explanation
1vV3Rf5QO7k	frequency and Hertz
3Ads3HC3uUY	friction explanation
sSbGFOjI7ms	gases explanation
zd5oQIr6uZk	genes example
2HMqmCZ7ypE	gravity
5ohfCxQOMls	hard water and soft water explanation 2
twf7hryf2WQ	immune system
nXUG291PZZU	lunar eclipse
g47igUzjQT0	machine explanation
tC4_BDM4Geg	liquid explanation
jhgM0z-HSFI	inflammable
kAK_PIpuuOQ	magnetic field
Onjl3UdwAMs	malleability and brittleness
bu1HiSWTEgg	mammals
hRHU_ke0_C8	mass and weight
W3-Ajj2f_Ws	microscope
5OFe6CzcymM	mass
mhexvP10EhU	motor skills
QDy10QwtMRQ	nervous system
eKzeREbfujY	omnivores
i8lciLeUwr8	photosynthesis
r6cmmctYop4	physics
xwu9JS2-mAw	water pollution
HwpN8HDPOIU	viscosity
YkrUzOaNHxs	vertebrates and invertebrates
h9D41QwlHws	velocity
7llDl5bKYEA	ultraviolet rays
yAriBWIGXb0	solid
I593GAOGOv0	solar eclipse
b4SHUyUjPOQ	sense organs
6RXyaNu_8_k	scavengers
fVEDUUPHh7c	pressure
Hk6fkiqNwNE	reproductive system
Pwt3ZcBGPOc	radiation explanantion
IPexwoEh2o8	respiratory system
CB7TmAhWhok	reptiles
jy4AYU9D3ac	addition
4uQapb2uC28	algebra
gPDByZ3qNec	clockwise anti clockwise
3ty-C731Gq4	circumference
6UqsFTjzFtg	cardinal and ordinal number
SJzwghMXmIk	brackets
iySTZvYyhP4	area
HT1oLv91_DI	angle
d8kBEM_aSoQ	ascending order
G7Rw2sStGAg	cube
9oS-hMRhStA	congruent
pu0EAhV_FeQ	cone
6bt6gqAKioU	descending order
_WVAJWePLhc	integers
qeGN23kMnu4	fraction explanation
J86tIYG8Rqg	discount
0UYAfKsQGBs	division
0buvQHdgRsk	isosceles triangle
n7DG7cIKgYk	numerator and denominator
42FQmYjKyCE	loss
Zl6SwX1tDjY	multiplication explanation
PdlhZUAJtfE	perimeter explanation
9HbgNBEvaMY	right angle triangle
p0PN3BQtpo0	profit
nXlCXZsxU9s	prime numbers
zzEOkRpHh1g	right angle, acute angle and obtuse angle
Iyztypagf5I	scalene triangle
zkUdSABmowQ	subtraction explanation
ORZz8vkqkhU	square
xwZWD45-9lU	sphere explanation
e-2QM2QZD-o	bronze age
_TZk2wmXkUg	ancient history
GzayHhOeMwo	civilization
BVhMw_LN9eg	imperialism
1zWhxQhA4kM	ice age
vaXFBzd468Q	history explanation
iSJtOt8ZMCw	colonialism
htSYR8KwgbA	iron age
1sTSxpFuBY4	medieval history
e6l-X8-U75g	three age system
XH1I76iFkPI	modern history
HSPQx08aVgM	fauna
z7Yq3ACCB54	flora
LKw60rInjYQ	greenhouse effect
ScpFrH7sc70	hemisphere
wF0DhewVhIo	igneous rocks
QpAms_Vdd8M	hurricane explanation
phdmlrSvD9I	humidity explanation
sWI_tqA2P1Y	lava
CoX6gTkPp6k	lithosphere
9XOiEozl9lw	metamorphic rocks
32oDFU2ym4U	North Pole and South Pole
apisxZdT4do	Prime Meridian
6KubiAI8EPI	plateau
Yr3bQjPo4UE	satellite
DlxN4OcQokk	sedimentary rocks
QKDjIij7j0U	Tropic of Cancer and Tropic of Capricorn
fDmvifubp_E	volcano
swI55oLXTC8	volcano
-6SjwWlM-lM	water cycle explanation
SZTOifqUDKE	island
KA_csr7URHA	winnowing
zj-nP8jVYuo	vermicomposting
7PEkBreMThs	vitamins
w6E9elL7Qqc	viticulture
PtotcRybG6A	viviparous and oviparous
Lq3i3Y4i87M	WBC sign
ubgA28QSniw	white blood cells
DaqQ3jcx8j0	tap root and lateral roots
a01kIo-Ejqw	telescope
QJM-Oanitb8	test tube
7-mcBVNH_3M	threshing
q-7tlLNYhNQ	transparent, translucent and opaque
TLd0xYUPlmk	transpiration
qaOi1Y6tFTc	troposphere, stratosphere, mesosphere, thermosphere, exosphere and atmosphere
6p11k2_8dmg	Tyndall effect
6IGC3rejP44	Sonar system
IgeYsFg5kOw	sonorous
PcLBWFOe4BQ	static friction
-TH_YQ0mNMg	stomata
93IX_fP6t3o	switch explaination
GcOGwKC4rJ8	switch sign
O12G_wWr09M	shadow, umbra and penumbra
IJPhpWd2N0c	sexual and asexual reproduction
aqyNP8_xDgY	separation through evaporation
WXQJz6hMvR8	Seismology
PBMDFXNOe2g	Seismologist
6y_SyFp4G1Q	Seismograph
f5ryndO0Cyo	seismic waves
kghmpxrpInw	sedimentation and decantation
uqM-PvJLADo	saprotrophs
5I2xfghnNQI	soluble and insoluble
V65xo2XtiRo	sliding friction and rolling friction
eqA65qb1ee8	sieving
_yDFiIPzzWg	RADAR
cu1rLU3RZbY	red blood cell sign
KR7Ij9Zhf1E	red blood cell
FNhZdEUJ5T8	reflection
ZMqB4XvP6Ts	parasitism
w9SiLGNH38o	pasteurization
vs3GsZ3ZlQo	petals and sepals
p6o_QPfzNoU	petroleum
7hJpN6XWd_Q	pH value
14owx_oiIAU	phototropism
eojpZ1_sO74	pistil, stamen and anther
c-JJGBeFCZ4	pivot joint
cRf_6CCT5qQ	platelets sign
8ff7iV9BlkQ	polyps and corals
MC1FmDwm3Cw	proteins
ELGtjq11ZlM	puberty
YLyAtHOKZFQ	orbit
GFh3BtWBwys	ozone depletion
81GKZg_fT_8	oscillation
BPG9u4dLtN0	organic
UMykhC7gBL8	natural fibres
ZXbhkCtP5No	noise
l7GLKQraQBI	natural gas
R8kGq0VPuBU	nutrition
01QqPIqCcgU	ovules
efdEGZSzP8M	metabolism
K9CCaZFs1pc	metallic and non metallic minerals
OH0nTLWVoPE	meteor and meteorite
xWJMbO6BRcU	minerals
3oJgaFMAmos	mutualism
KJ4hsAnOyBg	multicellular and unicellular
euE5InSGh4A	mulching
a1v66-rnwkE	motion
4k0TGFZZDY8	North pole and South pole magnet
NcNWjtBVEFk	labour pains
glIlp5RI3Hs	lamina and petiole
PwTa3GB1M48	lateral inversion
ZU-cjGmPAPQ	lightning conductor
yJRIoo4XmTQ	linear motion
Cl4mmnh3FJo	joints
NIq5onrFCm4	kaleidoscope
Adz9syc-FMo	lightning
i9Z47KncNA0	interstellar space
u99BEcfvo8o	internal body parts sign
eAGE1OwasTU	luminous
s-y7HicNTdc	induction science
zvnVhZcp5iA	inter locking and lubricant
uPpD0etfJrk	Infant
iEvqj7ylhFE	inertia
wYymZglFArQ	herbs
dMdONf_4jW0	hibernation
FhVwrJAjBX8	humus
oHNwErQGrqY	hygiene
8tQSA46pKoA	hinge joints
6DjqIlqZEiM	internal body parts explanation
z8xlWoDvLLE	germination
j8NrlmxArLA	galvanization
vGI3QX24De4	food intolerance and lactose intolerance
aUTUu1vXUVI	food intolerance sign
9RVu_XwJOMw	food poisoning
DjYROB1xKPc	fossil fuel
jRSy3FudIrc	fossil
Je56ljWtfP8	fungi
v_AOn_AC0Uc	fibrous roots
ZUd5eSVXhjo	filament
EFsmLvoZMzk	filtration separation technique
bsKSgC4kkrs	fluid friction
_BljuUkLwbU	food chain
zhI_-MDy54w	fats
O8HXSTuPHu4	fermentation
-IvENnFCqB0	fibre
dO3XhQHxphU	ecosystem
KsLOLoE46eI	electric circuit
TMpp61PpDl8	external body parts sign
Ueplr1UIngE	expansion and contraction
bI61pjFT694	excretion
4Yr8h_HWbkc	enzymes
mq1W_0pN5ss	electroscope
apid6LhR-RA	electroplating
uH4ZZbg-dp8	external body parts
VWc8mev0BBU	coal tar
tt7WZo6oji8	colloidal solution
hAK7BdrLjxs	combustible
2VFxpPdaM2U	Compound Chemistry
U6xLESTP4LQ	condensation or distillation separation technique
M4eKthXmJ5s	conductors and insulators
R7CQYGF3wIU	convection
K79cLMcesQg	creepers
R9YRbf4HGh8	current and ampere
uN8Zw6lgEN4	cytoplasm
sa2H4A7K0r8	Cell
rpXQQvAdvfU	carbohydrates
H03rwS1GFWA	chlorophyll
7aqQ8amYd_8	churning separation technique
L32nWQ5N6bM	circular motion
OcWyluuZVgY	climbers plants
pk2R_Svt0M4	coal gas
9ghSSiaFGmY	ball and socket joint
aT1U2vHhSvo	big bang theory
6oZWuv1FJ3w	biodiversity
miTT_qSjidM	blackhole
XoVM5LwFPO4	boiled
2_uEmWjUoFQ	bromeliads
Pizw2DtsgZI	Brownian motion
wi7diRsJUYk	biotic and abiotic
Vsiy1AkeJRc	anode & cathode
AhiNrTHPRiE	Ante Meridian and Post Meridian
FneiAP38aEo	atmospheric pressure
lhcrY6Tktvc	atom, proton, neutron and electron
wgqfXhfvaEw	atom
bcVE5o062nY	autotrophs and heterotrophs
ptQPfKr9D0o	acid rain
kDGzddZ2VOA	animation
zCXFo_i5mWU	angle of incidence and angle of reflection
aLOX5LLi8fU	anemometer
kF1GdtZ5vtQ	amplitude
aQcPtPNkIcE	amniotic fluid
5DCYs0DayX4	alloy
YotBtljUi7M	algae
XZ-R7FHI0Fs	adaptation
ltpr28VJFTM	ideal
pppqLvAJEL0	mental processes
Nwf7jFQ48zY	naturalistic observation
USneGKbfFMA	non participant and participant observation
dwMZ2ZXshFQ	neuropsychology
G4SauIgCVFs	objectivity
7ISwiw34hfs	organizational psychology
t5A9A5dJHYs	prejudice and discrimination
nKmlXgd25Mk	Psychoanalysis
Amutx3W3aaQ	social psychology
OOngDeazA2c	sports psychology
UBPc-9EsyS4	clinical and counselling psychology
EIpKQKVI3Ko	cognition
v4gDySEBAWM	cognitive psychology explanation
UhUzs8e4EkQ	cognitive psychology sign
7E_q9bo7Ht0	constructivism
cKPZLCLyK4M	cross cultural psychology
IgZpyJ9sXU8	depression Psychology
H2w4qcfSJnM	educational psychology
nc1ZAkQAfMU	environmental psychology
x8QU4dShYzg	health psychology
_PqXe61imCY	hypothesis
H7hyG65DMus	functionalism
RxWeOB9KclM	anti social behavior
TJPvZUpba8A	behaviour
93uCVTo-Ac4	behaviourism
3DwrW3rzAHI	biological psychology
E9VFBkIgAvE	stereotype
NG_IZIWREa4	majority and opposition
Jzc_5m2Wjkw	marginalization
oEHvYYOYUIo	Members of Legislative Assembly MLA
OIjA2OBHcyA	Members of Parliament MP
vyj_wPH6WA0	militarize
YkqezKintw0	polarization
5dk3aeGPvbA	polity
pD-608y87iE	Republic
-nTSzPyenzU	Scheduled Caste
j0C-7-5dLXo	Scheduled Tribes
Euln0DcvUHk	separation of power
n13Zeotbe_4	Sovereignty
xEe6CBnF5YU	Ambassador
XVCZUjHcL5I	ballot
YrtWjQfXm8A	coalition government
hlYfNqr74UY	constituency
J_P2_As_Ijw	freedom to interpret
jOUszIWFVX0	federalism
Bmw5icj_1EU	fundamental duties
O2YIAjJFSmc	globalisation
tv6eZ0iAxOo	Democracy
Ify72C891ew	square root
Z9MVnQn-WfM	supplementary angles
uxGVpSMhJz4	Variables and Constants
WRstmVzZxRg	mean
S2Dklpvhc0U	median
mBXnvEErGOk	parallel lines
xiJY1scXd8U	pi
yHunn0_WEYI	proper fraction and improper fraction
R5T9k5Yr_rA	rational and irrational numbers
cO9HNA0gsRI	reciprocal
7wJcjRmW-8w	trapezoid
sOQpB5pBMwo	complementary angles
tFuCsRobELA	diagonal
EhxlYETCzWY	diameter and radius
gziqE0P3uj8	Interest
Mg6zdGxIENc	lowest common multiple
7xyUM4LZNzs	adjacent sides
ZZ8IPbjF9N4	axes
EiLwqYyssbU	base and height
zgsHUac58Vo	cube and cube root
VBkYGuJcmFA	onomatopoeia
5o_NelziPy8	semantics
tAiVnj7OBvE	semantics sign
D1CZxT-yXzM	phonology sign
r1bPC4EMxg8	simile
yx66mziYh4k	sociolinguistics
4D_HzUHiepQ	sociolinguistics sign
gLQ2juUlkwk	simple sentence
VUuJnbIqKXA	subject and object
4hbnF-yOHrc	syntax sign
1kqix2bP_Vw	syntax
_axgB1JE_Ws	travelogue
ls73lvLZ_04	verbs sign
useOJfb6d4M	phonetics
H4RmfxobQvY	complex sentence
sNnEGGyj9XY	drama
L-WTBqYRD_I	compound sentence 1
LkX1JCPI92s	compound language
1CYQC8PXCRk	essay
8uWVH5dJ5Xg	morphology sign
qWcQkKcpeOI	metaphor
I0ZSnqjp7N0	incorporationlinguistics
bK3Lw18T9sA	idioms
HA7tXBJ7VPs	fiction
SX4Paailcgg	fables
Y_PB0ascu34	morphology
KkEyrceS44E	neurolinguistics
Wm7xh8gt2Z4	noun
A_KjN5KjLo4	Non fiction
qcOzotb6YCE	adjective sign
yKSY7-gSJLA	adverb
ZA69lpTdqiI	autobiography
FgSSy-mvS7E	biography
Qgz6QhmTASU	adjective
rC_0jQA1hEQ	Social Reform
r0TFVeGWdlQ	slave
ovuirhwt0lk	Simon commission
DF3pkKbh30I	shruti and smriti 1
QWidax_jsj4	scribe
xOvuDw1Qqrw	Rowlatt Act
3rLgC6bo-Hg	sphinx
bWkDLyZr7VA	Sufism
FH4CZoxrQHA	Swadeshi Movement
VEsbD7WvXoY	The Great Bath
z1-LDDtvdV8	timeline
H2iJr_GSkVs	tyranny
2-YgqW1HUQE	varna and caste
XpIy1dPjqas	Nazism
Icdj2hbnMUY	non cooperation movement
X9umRNPz5n4	Purna swaraj
M7MBpS5R14U	pharaoh
gEKpcn2YCRY	patriliny and matriliny
w2BcaAUZvgY	Patriarchal
8BLP8vQd3Ls	genocide and Holocaust
TcsT3STaSDg	ghettoisation
F7UKTzkORh8	gotras
dKuqBTHDR7E	Heiroglyphs
vV7nVjm525Q	land records
98dzSM-mjaU	kornish, sajda and chahar taslim
fc_mAuihu0M	Jataka katha and Panchtantra
3-QEPVAkb1M	Indus Valley civilization
7TMEVUeYrsU	Manuscript
pE7RG4eJE1I	Matriarchal
titP98a8RUA	Monarchy
mFLftFubTH0	Indian National Movement
pt7Ve4_a7HU	Muslim League
kIozQzf1w9E	mummification
zL3yYZ5jmJ0	endogamy and exogamy
7sDIq1C3jm8	Egyptian civilization
qLrzSJ1mfy4	evolution
C22z6DXRAEU	Fascism
lVq5asTrcKw	farman
QoEijUUYS88	cave paintings
renc42Ql-UY	Civil Rights Movement
DfdKf2s56HY	Civil Disobedience movement
kl7QrH3EXx0	cold war
F9imo7-SjVU	colonialism
yc7hmOLQDLw	Cuneiform
Om16s7qucZk	devdasi
l-W2HoWlwpI	Divide and Rule
86lRkNudywQ	Doctrine of Lapse
DUlb31Lanto	Cripps Mission
dkji7yoPQmo	Carnetic wars
F5EwINUP1VE	communism
loKxG4ZHjxc	abolition
k1KPcL2WIHE	accession
ybdr-Gxb6nI	Ahimsa
fFE2I5jA0II	ancestral
NHZ1-GX75YU	Apartheid
CMAmw7yxp3g	artifact
50QIi_dh4wE	aristocracy
iJ2KfN0d_i8	Battle of plassey
nycNBo4wqK4	Before Christ and Anno Domoni
dYwR4h7vbVo	transhumance
02f4qtRG4Ik	tou pigs
E47a0r8PVeU	topography
HXTTav14MDc	tide, high tide and low tide
HOjsx2EJCAk	umiak
ayQbY93e6tk	typhoon
JeIs1ejl6Pg	tundra region
6onO4seqIKM	tsunami
46BHIH91qMQ	tributaries
bm419IrXEv4	weathering
XPhCbGcpO1A	waterfall
oNP_t5mUds8	Wadis
s3lsV99nMQk	vegetation map
X9lvvvuPGYQ	winds
L2soZXl-MF8	quarrying and quarry
vkzNw4YmMwc	ranch and rancher
s4QkVtZZWJ4	Richter Scale
YcfvxxVHApc	sea cave, sea arch, stack and sea cliff
3S5wf-slrto	seasons
uMdRNPFGTuc	shelter belts
_a6A8wCA-34	subcontinent
uhHYMTmda4I	spring tides
ZeKi96vwdB8	Symbols
al20ivhi7ew	terrace farming
G0yUK3jwzZg	temperate grassland
FJhCgai8nWw	terrarium
fkCLipRkF1U	terrestrial
Cx2BKrJ9QHk	soil erosion
Pk9pe71NmP0	land breeze and sea breeze
Ygx1wSuzu2A	levees
-dZ09e6ITDk	Pygmies
EsQ4VRJlA8U	plate tectonics
90ycGDZIBt0	Permanent winds, seasonal winds and local winds
p7ch8kZ7xs4	peninsula
hW4CVqNaVXs	nomadic herding
yKFawIiMh9E	mushroom rocks, loess and sand dunes
JuybbDzVGW4	mountain range
BrXGafY2s7g	monsoon
gDXEFtJWCXY	meander and ox bow lake
-vKdawBh2hI	landslide
Tl0zGtcA70E	geosyncline
RnkB212LMKg	famine
mIMCUJBhnPI	Ethnic Groups
6h15Op46MQ0	Eskimos or Inuit
QpgVQvn7i6s	glacial moraines
zWnEKm4IkUk	green revolution
DLQ2AxCeD7A	grasslands
HSHZB2zzryA	globe and map
o8JLl28RbLU	kharif and rabi crops
7I4J-x7Gzmw	inter cropping
EkS5LkDe2-A	huskies
BiyS8zVo_gs	habitat
7s8P3Y2A5jk	depression geology
wSxuX_frW3k	crop rotation
dM_Ux_3hrHE	cowboy
-xQuVCg2nXU	coniferous forest
Z33yF0IcoEc	confluence
0x58R8_t_lg	cold desert
4PyLOQZJIvw	coastal plain
bnQ2yQ51F5U	climate map
O6OVOPooW6U	asteroids
kQxfiEXuHm4	Arctic tern
Vpp-XnI-or8	Arctic circle and Antarctic circle
VvCkcEev-lo	archipelago
_YN8euYj3L8	angle of declination
hrbDhMZJK2Y	accessibility geography
yTWxKnovea8	depression meteorology
8iiYLBEaaeA	telegram
bW8jDHyFWU4	Teenage
nJMuhm2mOA8	sprinkler system
kbnwNcNVkeM	sericulture
uTF26WL5_4I	total communication
6v9G5TfuZVc	Toddler age
4hH8V6jgPE0	terracotta
JKcSzceSYfY	Urbanization
PIma4hiMPI0	weeds
g759sOtxO7Y	pisciculture
35ISM8mih9k	private transport
7rDDMLM9lt8	Private Health Services
2AvhiRO8YcE	rainwater harvesting
